Data;Godzina;Generacja.zrodel.wiatrowych;Generacja.zrodel.fotowoltaicznych
2018-08-28;17;625,705;-
2018-08-28;18;523,103;-
2018-08-28;19;289,887;-
2018-08-28;20;165,389;-
2018-08-28;21;158,786;-
2018-08-28;22;171,310;-
2018-08-28;23;159,000;-
2018-08-28;24;153,749;-
2018-08-29;1;158,186;-
2018-08-29;2;167,461;-
2018-08-29;3;199,565;-
2018-08-29;4;243,351;-
2018-08-29;5;267,241;-
2018-08-29;6;256,863;-
2018-08-29;7;245,910;-
2018-08-29;8;218,090;-
2018-08-29;9;158,699;-
2018-08-29;10;72,693;-
2018-08-29;11;119,018;-
2018-08-29;12;160,970;-
2018-08-29;13;152,357;-
2018-08-29;14;152,481;-
2018-08-29;15;176,595;-
2018-08-29;16;216,623;-
2018-08-29;17;255,785;-
2018-08-29;18;340,601;-
2018-08-29;19;450,216;-
2018-08-29;20;782,342;-
2018-08-29;21;1315,428;-
2018-08-29;22;1656,915;-
2018-08-29;23;1812,467;-
2018-08-29;24;1923,474;-
2018-08-30;1;1985,125;-
2018-08-30;2;1954,776;-
2018-08-30;3;1815,966;-
2018-08-30;4;1800,880;-
2018-08-30;5;1839,428;-
2018-08-30;6;1863,911;-
2018-08-30;7;1892,892;-
2018-08-30;8;1611,528;-
2018-08-30;9;956,318;-
2018-08-30;10;645,227;-
2018-08-30;11;826,722;-
2018-08-30;12;1175,388;-
2018-08-30;13;1096,402;-
2018-08-30;14;943,131;-
2018-08-30;15;950,428;-
2018-08-30;16;970,563;-
2018-08-30;17;987,579;-
2018-08-30;18;1125,666;-
2018-08-30;19;1213,289;-
2018-08-30;20;1349,804;-
2018-08-30;21;1408,640;-
2018-08-30;22;1286,489;-
2018-08-30;23;1175,417;-
2018-08-30;24;1215,678;-
2018-08-31;1;1260,975;-
2018-08-31;2;1216,330;-
2018-08-31;3;1199,426;-
2018-08-31;4;1163,330;-
2018-08-31;5;1252,952;-
2018-08-31;6;1373,010;-
2018-08-31;7;1441,617;-
2018-08-31;8;1414,878;-
2018-08-31;9;1480,306;-
2018-08-31;10;1605,439;-
2018-08-31;11;1705,280;-
2018-08-31;12;1624,678;-
2018-08-31;13;1667,654;-
2018-08-31;14;1496,377;-
2018-08-31;15;1333,278;-
2018-08-31;16;1139,513;-
2018-08-31;17;952,778;-
2018-08-31;18;880,337;-
2018-08-31;19;771,299;-
2018-08-31;20;734,400;-
2018-08-31;21;639,323;-
2018-08-31;22;645,618;-
2018-08-31;23;616,791;-
2018-08-31;24;598,528;-
2018-09-01;1;593,303;-
2018-09-01;2;540,086;-
2018-09-01;3;473,076;-
2018-09-01;4;466,186;-
2018-09-01;5;445,037;-
2018-09-01;6;437,900;-
2018-09-01;7;435,998;-
2018-09-01;8;345,372;-
2018-09-01;9;178,374;-
2018-09-01;10;137,061;-
2018-09-01;11;175,924;-
2018-09-01;12;193,349;-
2018-09-01;13;226,001;-
2018-09-01;14;292,885;-
2018-09-01;15;349,011;-
2018-09-01;16;371,739;-
2018-09-01;17;438,187;-
2018-09-01;18;525,889;-
2018-09-01;19;475,441;-
2018-09-01;20;709,809;-
2018-09-01;21;992,751;-
2018-09-01;22;1155,238;-
2018-09-01;23;1135,641;-
2018-09-01;24;1117,490;-
2018-09-02;1;1157,013;-
2018-09-02;2;1195,812;-
2018-09-02;3;1214,626;-
2018-09-02;4;1064,913;-
2018-09-02;5;1062,774;-
2018-09-02;6;1148,011;-
2018-09-02;7;1139,226;-
2018-09-02;8;983,625;-
2018-09-02;9;798,363;-
2018-09-02;10;655,614;-
2018-09-02;11;764,964;-
2018-09-02;12;785,801;-
2018-09-02;13;857,380;-
2018-09-02;14;955,737;-
2018-09-02;15;1028,252;-
2018-09-02;16;1158,230;-
2018-09-02;17;1265,641;-
2018-09-02;18;1328,904;-
2018-09-02;19;1196,279;-
2018-09-02;20;1365,185;-
2018-09-02;21;1847,176;-
2018-09-02;22;2085,504;-
2018-09-02;23;2012,267;-
2018-09-02;24;1987,944;-
2018-09-03;1;1889,444;-
2018-09-03;2;1805,725;-
2018-09-03;3;1723,917;-
2018-09-03;4;1567,817;-
2018-09-03;5;1494,471;-
2018-09-03;6;1440,878;-
2018-09-03;7;1350,867;-
2018-09-03;8;1046,278;-
2018-09-03;9;545,326;-
2018-09-03;10;382,569;-
2018-09-03;11;506,814;-
2018-09-03;12;845,115;-
2018-09-03;13;980,365;-
2018-09-03;14;949,977;-
2018-09-03;15;914,977;-
2018-09-03;16;957,067;-
2018-09-03;17;977,404;-
2018-09-03;18;1040,227;-
2018-09-03;19;1028,016;-
2018-09-03;20;1210,600;-
2018-09-03;21;1567,218;-
2018-09-03;22;1764,492;-
2018-09-03;23;1749,541;-
2018-09-03;24;1511,867;-
2018-09-04;1;1272,425;-
2018-09-04;2;1031,978;-
2018-09-04;3;861,151;-
2018-09-04;4;817,779;-
2018-09-04;5;810,352;-
2018-09-04;6;752,578;-
2018-09-04;7;677,994;-
2018-09-04;8;417,232;-
2018-09-04;9;182,491;-
2018-09-04;10;163,987;-
2018-09-04;11;242,590;-
2018-09-04;12;295,250;-
2018-09-04;13;286,201;-
2018-09-04;14;294,490;-
2018-09-04;15;365,402;-
2018-09-04;16;494,301;-
2018-09-04;17;607,277;-
2018-09-04;18;756,229;-
2018-09-04;19;781,298;-
2018-09-04;20;881,090;-
2018-09-04;21;1044,590;-
2018-09-04;22;1146,755;-
2018-09-04;23;1043,490;-
2018-09-04;24;815,000;-
2018-09-05;1;781,952;-
2018-09-05;2;734,465;-
2018-09-05;3;660,539;-
2018-09-05;4;624,186;-
2018-09-05;5;609,187;-
2018-09-05;6;557,729;-
2018-09-05;7;503,862;-
2018-09-05;8;393,952;-
2018-09-05;9;265,530;-
2018-09-05;10;238,737;-
2018-09-05;11;283,015;-
2018-09-05;12;303,923;-
2018-09-05;13;331,274;-
2018-09-05;14;375,323;-
2018-09-05;15;451,064;-
2018-09-05;16;551,038;-
2018-09-05;17;663,623;-
2018-09-05;18;685,601;-
2018-09-05;19;696,540;-
2018-09-05;20;647,291;-
2018-09-05;21;694,552;-
2018-09-05;22;772,603;-
2018-09-05;23;766,840;-
2018-09-05;24;693,542;-
2018-09-06;1;625,741;-
2018-09-06;2;612,065;-
2018-09-06;3;517,840;-
2018-09-06;4;425,322;-
2018-09-06;5;293,158;-
2018-09-06;6;227,226;-
2018-09-06;7;203,663;-
2018-09-06;8;149,524;-
2018-09-06;9;94,163;-
2018-09-06;10;72,421;-
2018-09-06;11;93,213;-
2018-09-06;12;129,486;-
2018-09-06;13;136,563;-
2018-09-06;14;121,324;-
2018-09-06;15;155,286;-
2018-09-06;16;182,286;-
2018-09-06;17;259,890;-
2018-09-06;18;299,012;-
2018-09-06;19;296,234;-
2018-09-06;20;372,737;-
2018-09-06;21;479,763;-
2018-09-06;22;559,365;-
2018-09-06;23;596,100;-
2018-09-06;24;554,190;-
2018-09-07;1;478,861;-
2018-09-07;2;404,964;-
2018-09-07;3;376,649;-
2018-09-07;4;345,512;-
2018-09-07;5;325,135;-
2018-09-07;6;318,824;-
2018-09-07;7;329,473;-
2018-09-07;8;294,897;-
2018-09-07;9;176,399;-
2018-09-07;10;89,447;-
2018-09-07;11;96,958;-
2018-09-07;12;117,381;-
2018-09-07;13;175,898;-
2018-09-07;14;197,010;-
2018-09-07;15;191,184;-
2018-09-07;16;244,573;-
2018-09-07;17;280,612;-
2018-09-07;18;282,837;-
2018-09-07;19;307,964;-
2018-09-07;20;464,635;-
2018-09-07;21;624,023;-
2018-09-07;22;636,000;-
2018-09-07;23;649,501;-
2018-09-07;24;801,741;-
2018-09-08;1;918,302;-
2018-09-08;2;811,942;-
2018-09-08;3;723,516;-
2018-09-08;4;629,566;-
2018-09-08;5;710,290;-
2018-09-08;6;778,416;-
2018-09-08;7;766,116;-
2018-09-08;8;746,212;-
2018-09-08;9;538,577;-
2018-09-08;10;552,702;-
2018-09-08;11;685,365;-
2018-09-08;12;700,264;-
2018-09-08;13;696,306;-
2018-09-08;14;690,350;-
2018-09-08;15;681,431;-
2018-09-08;16;641,755;-
2018-09-08;17;504,489;-
2018-09-08;18;349,600;-
2018-09-08;19;253,438;-
2018-09-08;20;222,359;-
2018-09-08;21;214,421;-
2018-09-08;22;235,363;-
2018-09-08;23;238,663;-
2018-09-08;24;259,374;-
2018-09-09;1;299,576;-
2018-09-09;2;411,953;-
2018-09-09;3;415,053;-
2018-09-09;4;412,061;-
2018-09-09;5;408,489;-
2018-09-09;6;417,129;-
2018-09-09;7;378,426;-
2018-09-09;8;347,175;-
2018-09-09;9;238,286;-
2018-09-09;10;125,681;-
2018-09-09;11;57,958;-
2018-09-09;12;53,782;-
2018-09-09;13;56,059;-
2018-09-09;14;55,183;-
2018-09-09;15;49,586;-
2018-09-09;16;57,420;-
2018-09-09;17;67,871;-
2018-09-09;18;73,223;-
2018-09-09;19;107,721;-
2018-09-09;20;220,274;-
2018-09-09;21;415,592;-
2018-09-09;22;597,216;-
2018-09-09;23;730,463;-
2018-09-09;24;760,303;-
2018-09-10;1;746,191;-
2018-09-10;2;805,742;-
2018-09-10;3;826,767;-
2018-09-10;4;749,740;-
2018-09-10;5;709,928;-
2018-09-10;6;678,464;-
2018-09-10;7;592,152;-
2018-09-10;8;513,264;-
2018-09-10;9;313,037;-
2018-09-10;10;146,210;-
2018-09-10;11;123,598;-
2018-09-10;12;202,533;-
2018-09-10;13;333,610;-
2018-09-10;14;377,235;-
2018-09-10;15;369,782;-
2018-09-10;16;340,965;-
2018-09-10;17;297,274;-
2018-09-10;18;211,197;-
2018-09-10;19;192,297;-
2018-09-10;20;254,399;-
2018-09-10;21;309,408;-
2018-09-10;22;288,660;-
2018-09-10;23;339,187;-
2018-09-10;24;502,625;-
2018-09-11;1;450,437;-
2018-09-11;2;604,461;-
2018-09-11;3;496,036;-
2018-09-11;4;401,776;-
2018-09-11;5;476,400;-
2018-09-11;6;465,840;-
2018-09-11;7;508,101;-
2018-09-11;8;553,353;-
2018-09-11;9;499,579;-
2018-09-11;10;426,524;-
2018-09-11;11;513,649;-
2018-09-11;12;657,826;-
2018-09-11;13;860,491;-
2018-09-11;14;1013,050;-
2018-09-11;15;1143,439;-
2018-09-11;16;1264,279;-
2018-09-11;17;1083,307;-
2018-09-11;18;1076,525;-
2018-09-11;19;986,180;-
2018-09-11;20;1161,828;-
2018-09-11;21;1512,216;-
2018-09-11;22;2004,675;-
2018-09-11;23;2550,312;-
2018-09-11;24;2791,730;-
2018-09-12;1;2584,227;-
2018-09-12;2;2268,364;-
2018-09-12;3;2012,287;-
2018-09-12;4;1870,179;-
2018-09-12;5;1640,639;-
2018-09-12;6;1516,764;-
2018-09-12;7;1504,703;-
2018-09-12;8;1373,764;-
2018-09-12;9;1020,053;-
2018-09-12;10;849,841;-
2018-09-12;11;1093,454;-
2018-09-12;12;1653,516;-
2018-09-12;13;1999,318;-
2018-09-12;14;2112,265;-
2018-09-12;15;2073,143;-
2018-09-12;16;1905,927;-
2018-09-12;17;1612,166;-
2018-09-12;18;1261,209;-
2018-09-12;19;1102,567;-
2018-09-12;20;1089,731;-
2018-09-12;21;1081,739;-
2018-09-12;22;1210,441;-
2018-09-12;23;1018,743;-
2018-09-12;24;1091,377;-
2018-09-13;1;1014,106;-
2018-09-13;2;766,253;-
2018-09-13;3;665,054;-
2018-09-13;4;552,813;-
2018-09-13;5;485,440;-
2018-09-13;6;530,116;-
2018-09-13;7;510,130;-
2018-09-13;8;400,976;-
2018-09-13;9;233,161;-
2018-09-13;10;168,561;-
2018-09-13;11;130,456;-
2018-09-13;12;121,822;-
2018-09-13;13;108,146;-
2018-09-13;14;112,347;-
2018-09-13;15;131,809;-
2018-09-13;16;175,935;-
2018-09-13;17;251,275;-
2018-09-13;18;331,987;-
2018-09-13;19;340,573;-
2018-09-13;20;463,471;-
2018-09-13;21;500,832;-
2018-09-13;22;421,919;-
2018-09-13;23;479,281;-
2018-09-13;24;368,509;-
2018-09-14;1;301,873;-
2018-09-14;2;245,296;-
2018-09-14;3;224,798;-
2018-09-14;4;258,648;-
2018-09-14;5;201,577;-
2018-09-14;6;187,427;-
2018-09-14;7;180,013;-
2018-09-14;8;154,890;-
2018-09-14;9;144,000;-
2018-09-14;10;84,110;-
2018-09-14;11;52,417;-
2018-09-14;12;58,394;-
2018-09-14;13;55,833;-
2018-09-14;14;60,947;-
2018-09-14;15;65,673;-
2018-09-14;16;69,271;-
2018-09-14;17;72,218;-
2018-09-14;18;74,383;-
2018-09-14;19;63,147;-
2018-09-14;20;100,019;-
2018-09-14;21;128,069;-
2018-09-14;22;216,459;-
2018-09-14;23;268,876;-
2018-09-14;24;279,638;-
2018-09-15;1;331,272;-
2018-09-15;2;406,561;-
2018-09-15;3;419,486;-
2018-09-15;4;394,663;-
2018-09-15;5;421,517;-
2018-09-15;6;450,412;-
2018-09-15;7;480,997;-
2018-09-15;8;537,876;-
2018-09-15;9;429,150;-
2018-09-15;10;391,780;-
2018-09-15;11;576,441;-
2018-09-15;12;987,290;-
2018-09-15;13;1512,428;-
2018-09-15;14;1814,865;-
2018-09-15;15;2072,789;-
2018-09-15;16;2143,890;-
2018-09-15;17;1979,816;-
2018-09-15;18;1661,989;-
2018-09-15;19;1498,304;-
2018-09-15;20;1495,393;-
2018-09-15;21;1556,467;-
2018-09-15;22;1674,606;-
2018-09-15;23;1440,831;-
2018-09-15;24;1417,016;-
2018-09-16;1;1283,092;-
2018-09-16;2;1183,317;-
2018-09-16;3;1163,506;-
2018-09-16;4;1252,768;-
2018-09-16;5;1215,278;-
2018-09-16;6;1069,856;-
2018-09-16;7;931,950;-
2018-09-16;8;684,253;-
2018-09-16;9;309,715;-
2018-09-16;10;188,241;-
2018-09-16;11;302,538;-
2018-09-16;12;430,152;-
2018-09-16;13;430,852;-
2018-09-16;14;469,536;-
2018-09-16;15;440,692;-
2018-09-16;16;366,813;-
2018-09-16;17;301,976;-
2018-09-16;18;172,548;-
2018-09-16;19;108,971;-
2018-09-16;20;103,136;-
2018-09-16;21;145,762;-
2018-09-16;22;253,499;-
2018-09-16;23;487,201;-
2018-09-16;24;754,105;-
2018-09-17;1;1087,429;-
2018-09-17;2;1457,768;-
2018-09-17;3;1696,656;-
2018-09-17;4;1802,127;-
2018-09-17;5;1876,151;-
2018-09-17;6;1925,666;-
2018-09-17;7;1880,826;-
2018-09-17;8;1761,467;-
2018-09-17;9;1182,915;-
2018-09-17;10;613,705;-
2018-09-17;11;454,303;-
2018-09-17;12;595,474;-
2018-09-17;13;796,090;-
2018-09-17;14;860,780;-
2018-09-17;15;731,716;-
2018-09-17;16;561,365;-
2018-09-17;17;381,301;-
2018-09-17;18;217,189;-
2018-09-17;19;212,135;-
2018-09-17;20;283,735;-
2018-09-17;21;400,551;-
2018-09-17;22;452,163;-
2018-09-17;23;451,331;-
2018-09-17;24;519,141;-
2018-09-18;1;659,003;-
2018-09-18;2;691,480;-
2018-09-18;3;743,027;-
2018-09-18;4;785,177;-
2018-09-18;5;792,277;-
2018-09-18;6;723,828;-
2018-09-18;7;656,714;-
2018-09-18;8;587,965;-
2018-09-18;9;519,065;-
2018-09-18;10;305,100;-
2018-09-18;11;145,363;-
2018-09-18;12;247,580;-
2018-09-18;13;551,580;-
2018-09-18;14;745,352;-
2018-09-18;15;765,404;-
2018-09-18;16;785,089;-
2018-09-18;17;771,782;-
2018-09-18;18;725,902;-
2018-09-18;19;813,192;-
2018-09-18;20;1392,016;-
2018-09-18;21;2049,228;-
2018-09-18;22;2575,780;-
2018-09-18;23;2813,452;-
2018-09-18;24;2883,543;-
2018-09-19;1;2881,530;-
2018-09-19;2;2845,052;-
2018-09-19;3;2595,882;-
2018-09-19;4;2401,354;-
2018-09-19;5;2115,279;-
2018-09-19;6;1870,905;-
2018-09-19;7;1622,006;-
2018-09-19;8;1436,904;-
2018-09-19;9;926,294;-
2018-09-19;10;448,380;-
2018-09-19;11;349,517;-
2018-09-19;12;284,552;-
2018-09-19;13;313,727;-
2018-09-19;14;385,003;-
2018-09-19;15;382,754;-
2018-09-19;16;405,313;-
2018-09-19;17;382,752;-
2018-09-19;18;310,274;-
2018-09-19;19;287,471;-
2018-09-19;20;442,304;-
2018-09-19;21;637,450;-
2018-09-19;22;847,724;-
2018-09-19;23;1087,438;-
2018-09-19;24;1264,128;-
2018-09-20;1;1304,341;-
2018-09-20;2;1224,453;-
2018-09-20;3;1074,724;-
2018-09-20;4;908,213;-
2018-09-20;5;897,702;-
2018-09-20;6;896,160;-
2018-09-20;7;835,153;-
2018-09-20;8;791,240;-
2018-09-20;9;583,201;-
2018-09-20;10;271,114;-
2018-09-20;11;152,147;-
2018-09-20;12;244,215;-
2018-09-20;13;466,766;-
2018-09-20;14;815,442;-
2018-09-20;15;995,541;-
2018-09-20;16;941,676;-
2018-09-20;17;785,581;-
2018-09-20;18;584,536;-
2018-09-20;19;475,974;-
2018-09-20;20;513,226;-
2018-09-20;21;689,141;-
2018-09-20;22;1026,654;-
2018-09-20;23;1346,803;-
2018-09-20;24;1484,241;-
2018-09-21;1;1715,568;-
2018-09-21;2;1965,479;-
2018-09-21;3;1977,649;-
2018-09-21;4;1832,878;-
2018-09-21;5;1814,269;-
2018-09-21;6;2001,106;-
2018-09-21;7;2181,876;-
2018-09-21;8;2379,902;-
2018-09-21;9;1998,964;-
2018-09-21;10;1586,630;-
2018-09-21;11;1738,783;-
2018-09-21;12;2411,230;-
2018-09-21;13;3121,281;-
2018-09-21;14;3488,167;-
2018-09-21;15;3618,227;-
2018-09-21;16;3733,491;-
2018-09-21;17;3637,702;-
2018-09-21;18;3431,988;-
2018-09-21;19;3645,413;-
2018-09-21;20;3878,118;-
2018-09-21;21;3506,516;-
2018-09-21;22;3356,240;-
2018-09-21;23;3469,188;-
2018-09-21;24;3522,713;-
2018-09-22;1;3398,596;-
2018-09-22;2;3163,968;-
2018-09-22;3;3026,876;-
2018-09-22;4;3111,290;-
2018-09-22;5;3253,493;-
2018-09-22;6;3275,686;-
2018-09-22;7;3260,314;-
2018-09-22;8;3288,641;-
2018-09-22;9;3286,838;-
2018-09-22;10;3287,475;-
2018-09-22;11;3350,789;-
2018-09-22;12;3408,718;-
2018-09-22;13;3284,881;-
2018-09-22;14;3373,469;-
2018-09-22;15;3256,765;-
2018-09-22;16;2915,427;-
2018-09-22;17;2791,866;-
2018-09-22;18;2494,130;-
2018-09-22;19;2165,492;-
2018-09-22;20;2523,269;-
2018-09-22;21;2821,295;-
2018-09-22;22;3035,105;-
2018-09-22;23;3058,928;-
2018-09-22;24;3017,256;-
2018-09-23;1;2899,328;-
2018-09-23;2;2828,480;-
2018-09-23;3;2798,415;-
2018-09-23;4;2686,052;-
2018-09-23;5;2578,653;-
2018-09-23;6;2533,991;-
2018-09-23;7;2379,625;-
2018-09-23;8;2231,762;-
2018-09-23;9;1919,992;-
2018-09-23;10;1750,653;-
2018-09-23;11;1575,577;-
2018-09-23;12;1538,378;-
2018-09-23;13;1525,092;-
2018-09-23;14;1393,390;-
2018-09-23;15;1201,567;-
2018-09-23;16;921,077;-
2018-09-23;17;671,703;-
2018-09-23;18;544,423;-
2018-09-23;19;649,764;-
2018-09-23;20;854,276;-
2018-09-23;21;1152,879;-
2018-09-23;22;1180,803;-
2018-09-23;23;1325,363;-
2018-09-23;24;1505,416;-
2018-09-24;1;2091,640;-
2018-09-24;2;2821,602;-
2018-09-24;3;3116,895;-
2018-09-24;4;3471,305;-
2018-09-24;5;3689,487;-
2018-09-24;6;3904,352;-
2018-09-24;7;3985,107;-
2018-09-24;8;4135,628;-
2018-09-24;9;4332,602;-
2018-09-24;10;4387,865;-
2018-09-24;11;4529,242;-
2018-09-24;12;4495,440;-
2018-09-24;13;4582,893;-
2018-09-24;14;4618,127;-
2018-09-24;15;4463,537;-
2018-09-24;16;4276,740;-
2018-09-24;17;4076,404;-
2018-09-24;18;3643,016;-
2018-09-24;19;3486,743;-
2018-09-24;20;3222,745;-
2018-09-24;21;3309,448;-
2018-09-24;22;3393,468;-
2018-09-24;23;3404,365;-
2018-09-24;24;3039,313;-
2018-09-25;1;2823,291;-
2018-09-25;2;2774,854;-
2018-09-25;3;2690,149;-
2018-09-25;4;2732,129;-
2018-09-25;5;2776,041;-
2018-09-25;6;2932,341;-
2018-09-25;7;2935,988;-
2018-09-25;8;2778,478;-
2018-09-25;9;2534,680;-
2018-09-25;10;2355,427;-
2018-09-25;11;2516,840;-
2018-09-25;12;2595,527;-
2018-09-25;13;2652,593;-
2018-09-25;14;2688,164;-
2018-09-25;15;2449,805;-
2018-09-25;16;2241,867;-
2018-09-25;17;2064,066;-
2018-09-25;18;1802,416;-
2018-09-25;19;1608,116;-
2018-09-25;20;1695,903;-
2018-09-25;21;1853,665;-
2018-09-25;22;1758,215;-
2018-09-25;23;1492,141;-
2018-09-25;24;1533,216;-
2018-09-26;1;1705,480;-
2018-09-26;2;1836,044;-
2018-09-26;3;2064,517;-
2018-09-26;4;2204,589;-
2018-09-26;5;2340,739;-
2018-09-26;6;2475,443;-
2018-09-26;7;2537,903;-
2018-09-26;8;2640,564;-
2018-09-26;9;2592,640;-
2018-09-26;10;2512,678;-
2018-09-26;11;2788,840;-
2018-09-26;12;3471,054;-
2018-09-26;13;3893,067;-
2018-09-26;14;3992,190;-
2018-09-26;15;4046,529;-
2018-09-26;16;4135,392;-
2018-09-26;17;4093,529;-
2018-09-26;18;3969,006;-
2018-09-26;19;4101,791;-
2018-09-26;20;4300,901;-
2018-09-26;21;4484,968;-
2018-09-26;22;4562,129;-
2018-09-26;23;4566,941;-
2018-09-26;24;4717,673;-
2018-09-27;1;4746,864;-
2018-09-27;2;4646,416;-
2018-09-27;3;4441,650;-
2018-09-27;4;4292,889;-
2018-09-27;5;4164,850;-
2018-09-27;6;3927,128;-
2018-09-27;7;3769,251;-
2018-09-27;8;3483,914;-
2018-09-27;9;3289,063;-
2018-09-27;10;3230,979;-
2018-09-27;11;3169,888;-
2018-09-27;12;3016,442;-
2018-09-27;13;2741,253;-
2018-09-27;14;2702,754;-
2018-09-27;15;2637,955;-
2018-09-27;16;2515,428;-
2018-09-27;17;2197,265;-
2018-09-27;18;1853,668;-
2018-09-27;19;1914,031;-
2018-09-27;20;2440,152;-
2018-09-27;21;3001,918;-
2018-09-27;22;3317,430;-
2018-09-27;23;3433,365;-
2018-09-27;24;3627,639;-
2018-09-28;1;3718,052;-
2018-09-28;2;3713,479;-
2018-09-28;3;3719,816;-
2018-09-28;4;3700,880;-
2018-09-28;5;3530,263;-
2018-09-28;6;3499,238;-
2018-09-28;7;3374,279;-
2018-09-28;8;3083,341;-
2018-09-28;9;2736,591;-
2018-09-28;10;2440,528;-
2018-09-28;11;2386,777;-
2018-09-28;12;2316,429;-
2018-09-28;13;2445,387;-
2018-09-28;14;2474,341;-
2018-09-28;15;2490,717;-
2018-09-28;16;2648,805;-
2018-09-28;17;2321,040;-
2018-09-28;18;2039,854;-
2018-09-28;19;1793,970;-
2018-09-28;20;1859,128;-
2018-09-28;21;1831,366;-
2018-09-28;22;1706,215;-
2018-09-28;23;1757,152;-
2018-09-28;24;1755,293;-
2018-09-29;1;1557,779;-
2018-09-29;2;1389,586;-
2018-09-29;3;1242,555;-
2018-09-29;4;1177,089;-
2018-09-29;5;1191,328;-
2018-09-29;6;1055,730;-
2018-09-29;7;905,753;-
2018-09-29;8;830,530;-
2018-09-29;9;599,417;-
2018-09-29;10;244,178;-
2018-09-29;11;214,641;-
2018-09-29;12;310,180;-
2018-09-29;13;362,806;-
2018-09-29;14;406,556;-
2018-09-29;15;383,128;-
2018-09-29;16;391,303;-
2018-09-29;17;438,777;-
2018-09-29;18;389,374;-
2018-09-29;19;365,839;-
2018-09-29;20;504,589;-
2018-09-29;21;663,012;-
2018-09-29;22;944,697;-
2018-09-29;23;1160,390;-
2018-09-29;24;1407,327;-
2018-09-30;1;1644,865;-
2018-09-30;2;1851,616;-
2018-09-30;3;2154,466;-
2018-09-30;4;2445,414;-
2018-09-30;5;2658,555;-
2018-09-30;6;2765,282;-
2018-09-30;7;2686,290;-
2018-09-30;8;2421,857;-
2018-09-30;9;1840,089;-
2018-09-30;10;1147,766;-
2018-09-30;11;1089,280;-
2018-09-30;12;1500,040;-
2018-09-30;13;1829,063;-
2018-09-30;14;1763,977;-
2018-09-30;15;1634,576;-
2018-09-30;16;1551,618;-
2018-09-30;17;1324,018;-
2018-09-30;18;996,252;-
2018-09-30;19;1063,377;-
2018-09-30;20;1491,189;-
2018-09-30;21;1683,289;-
2018-09-30;22;1725,015;-
2018-09-30;23;1766,329;-
2018-09-30;24;1784,790;-
2018-10-01;1;1600,064;-
2018-10-01;2;1372,988;-
2018-10-01;3;1159,043;-
2018-10-01;4;996,777;-
2018-10-01;5;893,240;-
2018-10-01;6;797,514;-
2018-10-01;7;763,313;-
2018-10-01;8;748,876;-
2018-10-01;9;526,065;-
2018-10-01;10;238,225;-
2018-10-01;11;200,920;-
2018-10-01;12;259,722;-
2018-10-01;13;328,674;-
2018-10-01;14;384,668;-
2018-10-01;15;415,849;-
2018-10-01;16;461,429;-
2018-10-01;17;451,941;-
2018-10-01;18;562,702;-
2018-10-01;19;578,116;-
2018-10-01;20;634,286;-
2018-10-01;21;815,988;-
2018-10-01;22;999,550;-
2018-10-01;23;1126,264;-
2018-10-01;24;1285,241;-
2018-10-02;1;1385,974;-
2018-10-02;2;1441,588;-
2018-10-02;3;1623,304;-
2018-10-02;4;1744,216;-
2018-10-02;5;1720,353;-
2018-10-02;6;1721,528;-
2018-10-02;7;1841,903;-
2018-10-02;8;1910,416;-
2018-10-02;9;1968,401;-
2018-10-02;10;2100,603;-
2018-10-02;11;2347,354;-
2018-10-02;12;2570,139;-
2018-10-02;13;2879,882;-
2018-10-02;14;3324,614;-
2018-10-02;15;3543,988;-
2018-10-02;16;3742,378;-
2018-10-02;17;3862,180;-
2018-10-02;18;3784,193;-
2018-10-02;19;3879,264;-
2018-10-02;20;4181,054;-
2018-10-02;21;4447,191;-
2018-10-02;22;4510,153;-
2018-10-02;23;4505,630;-
2018-10-02;24;4647,841;-
2018-10-03;1;4788,718;-
2018-10-03;2;4776,979;-
2018-10-03;3;4807,916;-
2018-10-03;4;4789,767;-
2018-10-03;5;4781,451;-
2018-10-03;6;4906,278;-
2018-10-03;7;5019,806;-
2018-10-03;8;4984,228;-
2018-10-03;9;5025,506;-
2018-10-03;10;5079,641;-
2018-10-03;11;5020,543;-
2018-10-03;12;5060,866;-
2018-10-03;13;5003,591;-
2018-10-03;14;4953,916;-
2018-10-03;15;4928,530;-
2018-10-03;16;4847,904;-
2018-10-03;17;4553,566;-
2018-10-03;18;4323,718;-
2018-10-03;19;4027,692;-
2018-10-03;20;3885,839;-
2018-10-03;21;3773,565;-
2018-10-03;22;3850,690;-
2018-10-03;23;3781,078;-
2018-10-03;24;3662,829;-
2018-10-04;1;3402,641;-
2018-10-04;2;3294,618;-
2018-10-04;3;3212,990;-
2018-10-04;4;3022,680;-
2018-10-04;5;3062,225;-
2018-10-04;6;2809,770;-
2018-10-04;7;2657,307;-
2018-10-04;8;2509,826;-
2018-10-04;9;2082,491;-
2018-10-04;10;1657,252;-
2018-10-04;11;1603,953;-
2018-10-04;12;1690,776;-
2018-10-04;13;1848,128;-
2018-10-04;14;1782,389;-
2018-10-04;15;1684,189;-
2018-10-04;16;1544,999;-
2018-10-04;17;1165,701;-
2018-10-04;18;925,239;-
2018-10-04;19;883,665;-
2018-10-04;20;1092,967;-
2018-10-04;21;1329,613;-
2018-10-04;22;1473,544;-
2018-10-04;23;1556,931;-
2018-10-04;24;1673,003;-
2018-10-05;1;1663,829;-
2018-10-05;2;1630,492;-
2018-10-05;3;1673,453;-
