Data;Godzina;Krajowe.zapotrzebowanie.na.moc;Sumaryczna.generacja.JWCD;Generacja.PI;Generacja.IRZ;Sumaryczna.generacja.nJWCD;Krajowe.saldo.wymiany.miedzysystemowej.rownoleglej;Krajowe.saldo.wymiany.miedzysystemowej.nierownoleglej
2020-03-28;11;17244,300;9919,225;-73,150;0,000;5042,650;1049,838;1326,363
2020-03-28;12;17210,650;10227,025;49,900;0,000;5142,538;966,113;900,838
2020-03-28;13;17019,063;10110,063;22,525;0,000;5059,588;997,125;861,700
2020-03-28;14;16969,350;10029,400;87,950;0,000;5029,800;1079,325;843,588
2020-03-28;15;16633,338;9769,963;381,663;0,000;5008,000;1015,688;844,925
2020-03-28;16;16466,413;9746,350;434,488;0,000;4972,238;903,313;844,625
2020-03-28;17;16615,488;9841,188;400,825;0,000;4977,075;920,925;870,550
2020-03-28;18;16941,013;9199,788;442,188;0,000;5076,375;1354,513;1310,725
2020-03-28;19;18320,988;9932,563;742,438;0,000;5595,063;1504,950;1278,975
2020-03-28;20;18904,688;10164,538;1016,925;0,000;5922,750;1481,788;1338,925
2020-03-28;21;18223,763;9455,950;878,175;0,000;5958,350;1469,313;1344,088
2020-03-28;22;17156,625;8466,988;496,388;0,000;5968,425;1468,625;1263,525
2020-03-28;23;16160,750;7599,263;150,875;0,000;5822,000;1465,700;1280,088
2020-03-28;24;15179,750;7390,575;-8,475;0,000;5863,675;973,750;964,900
2020-03-29;1;14325,088;6607,775;-29,713;0,000;6130,938;775,488;843,588
2020-03-29;3;13816,750;6424,288;-32,388;0,000;6491,850;257,700;677,288
2020-03-29;4;13521,463;6178,338;-115,888;0,000;6887,513;141,613;433,200
2020-03-29;5;13538,375;6306,413;-266,200;0,000;7244,538;5,625;250,963
2020-03-29;6;13509,425;6233,100;-588,263;9,625;7636,850;-42,388;277,750
2020-03-29;7;13276,025;6332,175;-1146,125;61,450;7999,000;-152,438;250,888
2020-03-29;8;13563,425;6521,713;-1003,875;71,625;8031,750;-61,588;86,875
2020-03-29;9;14184,088;6444,925;-699,000;19,025;7834,813;161,463;450,963
2020-03-29;10;14917,413;5999,075;-442,275;117,363;8124,475;135,963;1109,350
2020-03-29;11;15543,813;6105,125;-164,288;120,913;8413,313;26,975;1183,675
2020-03-29;12;15789,313;6179,788;10,038;120,938;8499,000;-37,013;1147,450
2020-03-29;13;16044,225;6373,963;9,625;120,725;8792,038;25,463;858,775
2020-03-29;14;16167,513;6465,438;-8,388;120,625;9014,150;53,475;649,713
2020-03-29;15;16124,163;6668,775;-11,000;120,288;9238,150;-33,638;263,225
2020-03-29;16;15811,988;6264,738;-10,850;120,413;9409,188;-97,500;245,150
2020-03-29;17;15740,750;6108,538;37,300;120,988;9514,575;-112,038;236,988
2020-03-29;18;15952,525;6134,113;125,200;120,288;9699,363;-139,263;273,488
2020-03-29;19;16441,413;6432,375;241,488;120,388;9759,238;-51,450;314,775
2020-03-29;20;17518,938;7385,213;398,175;120,575;9421,700;183,925;532,800
2020-03-29;21;17809,188;7743,688;343,925;120,850;8916,475;438,413;722,175
2020-03-29;22;17191,413;7268,163;132,875;120,300;8365,388;674,438;905,988
2020-03-29;23;16701,050;7413,688;32,025;120,538;7968,713;526,475;805,575
2020-03-29;24;15795,713;7488,775;-10,963;120,725;7601,025;65,813;651,438
2020-03-30;1;15005,975;7631,013;-311,938;120,675;7355,450;-32,150;370,363
2020-03-30;2;14510,163;7865,375;-682,663;120,675;7105,400;-217,488;442,113
2020-03-30;3;14147,025;7732,313;-730,113;120,325;7063,638;-359,088;441,625
2020-03-30;4;14160,363;7713,163;-847,800;120,775;7097,188;-244,200;443,650
2020-03-30;5;14413,013;7933,550;-803,313;120,363;7146,750;-94,625;233,900
2020-03-30;6;15192,700;8424,125;-955,950;121,013;7154,088;415,100;159,613
2020-03-30;7;17042,938;9357,288;-385,400;120,663;7101,088;593,963;384,038
2020-03-30;8;19008,025;11040,150;-16,150;120,838;6971,100;419,538;619,038
2020-03-30;9;20157,250;12302,138;289,225;120,175;6573,888;665,513;626,525
2020-03-30;10;20401,563;12802,113;250,763;120,688;6429,475;426,550;754,588
2020-03-30;11;20251,438;11998,600;29,913;120,963;6638,563;349,350;1278,875
2020-03-30;12;20542,688;11663,138;93,800;120,963;6890,413;650,825;1344,488
2020-03-30;13;20626,975;11741,650;181,488;120,625;6822,013;730,063;1345,375
2020-03-30;14;20566,538;12068,713;-5,113;120,300;6748,713;425,275;1343,913
2020-03-30;15;20233,088;11862,825;-7,475;120,575;6734,575;303,538;1345,125
2020-03-30;16;19913,925;11926,063;-7,488;120,600;6572,175;81,538;1346,275
2020-03-30;17;19615,363;11674,375;48,375;120,575;6385,850;224,600;1345,725
2020-03-30;18;19551,250;11277,088;186,638;120,613;6466,663;474,438;1347,438
2020-03-30;19;19589,225;10918,075;286,688;120,700;6294,475;1035,375;1356,488
2020-03-30;20;20786,075;11491,463;203,738;121,388;6735,263;1295,375;1263,325
2020-03-30;21;21185,838;11645,163;506,625;120,463;6703,088;1504,475;1338,375
2020-03-30;22;19970,225;10671,013;376,063;120,750;6571,725;1418,388;1324,900
2020-03-30;23;18638,363;9819,250;104,950;120,300;6364,950;1450,038;1019,975
2020-03-30;24;17564,250;8857,688;-10,288;120,563;6292,800;1137,888;1293,988
2020-03-31;1;16539,038;8723,063;-36,063;15,225;6239,950;740,050;875,063
2020-03-31;2;16053,688;8926,188;-235,588;0,000;6324,950;384,525;651,050
2020-03-31;3;15795,225;9275,300;-349,213;0,000;6208,375;193,575;469,438
2020-03-31;4;15715,125;9490,488;-432,775;0,000;6087,288;110,063;458,100
2020-03-31;5;15898,450;9613,388;-608,975;0,000;6071,313;333,388;489,188
2020-03-31;6;16309,800;9691,388;-682,913;0,000;6027,338;560,450;720,675
2020-03-31;7;17690,038;10257,950;-243,275;0,000;6160,938;723,813;800,825
2020-03-31;8;19489,913;11802,088;-7,550;0,000;6395,938;819,875;476,813
2020-03-31;9;20429,675;12090,600;-4,350;0,000;6236,825;939,863;1165,538
2020-03-31;10;20652,563;12474,613;13,763;0,000;6240,000;611,688;1340,125
2020-03-31;11;20612,200;12523,750;16,325;0,000;6300,413;458,088;1350,050
2020-03-31;12;20945,075;13126,125;33,325;0,000;6208,825;274,463;1347,525
2020-03-31;13;20938,175;13065,750;134,050;0,000;6031,563;499,025;1350,538
2020-03-31;14;20982,100;13109,438;131,775;0,000;5913,238;624,263;1347,113
2020-03-31;15;20525,425;12385,063;10,063;0,000;5994,463;797,888;1349,363
2020-03-31;16;20110,925;12211,313;-7,875;0,000;6000,150;586,763;1313,050
2020-03-31;17;19756,800;11798,525;-7,713;0,000;6069,975;563,838;1339,913
2020-03-31;18;19654,113;11333,838;10,250;0,000;6070,288;1006,463;1255,888
2020-03-31;19;19816,475;11206,988;133,438;0,000;6139,263;1212,263;1264,825
2020-03-31;20;20910,125;12517,488;548,688;0,000;6218,888;904,163;1270,525
2020-03-31;21;21290,875;12244,375;667,363;0,000;6300,463;1400,788;1353,138
2020-03-31;22;19962,550;10752,175;546,450;0,000;6456,813;1418,800;1346,625
2020-03-31;23;18647,113;9331,350;385,813;0,000;6581,188;1418,188;1343,063
2020-03-31;24;17512,413;8344,075;-9,813;0,000;6858,800;1080,313;1244,850
2020-04-01;1;16613,113;8842,788;134,913;0,000;7142,500;203,050;436,100
2020-04-01;2;15960,225;8524,863;-130,113;0,000;7420,838;-90,725;238,238
2020-04-01;3;15747,813;8042,450;-351,988;0,000;7802,213;21,625;238,125
2020-04-01;4;15630,850;7921,838;-546,613;0,000;8055,075;-18,838;225,763
2020-04-01;5;15743,775;7951,838;-545,300;0,000;8140,663;-29,800;226,975
2020-04-01;6;16278,738;8342,800;-517,975;0,000;8200,238;17,713;236,300
2020-04-01;7;17561,225;8742,525;-96,500;0,000;8426,288;-19,325;510,175
2020-04-01;8;19208,150;9797,625;-6,263;0,000;8407,238;240,513;763,913
2020-04-01;9;20070,838;10304,350;210,600;0,000;8066,775;657,375;1052,000
2020-04-01;10;20198,363;10373,638;303,563;0,000;8085,513;434,338;1318,513
